pdpurp,tmodetp,tour_d_rgc,toexpfac
Meal,Walk,Seattle First Hill/Capitol Hill,5324.0
Meal,Walk,Seattle Northgate,331.0
Meal,Walk,Seattle South Lake Union,5695.0
Meal,Walk,Seattle University Community,1223.0
Meal,Walk,Seattle Uptown,1787.0
Meal,Walk,Silverdale,391.0
Meal,Walk,Sumner Pacific,33.0
Meal,Walk,Tacoma Downtown,3205.0
Meal,Walk,Tacoma Mall,375.0
Meal,Walk,Tukwila,587.0
Meal,Walk,University Place,147.0
Meal,Bike,Auburn,3.0
Meal,Bike,Ballard-Interbay,8.0
Meal,Bike,Bellevue,97.0
Meal,Bike,Bothell Canyon Park,7.0
Meal,Bike,Bremerton,12.0
Meal,Bike,Burien,4.0
Meal,Bike,Duwamish,31.0
Meal,Bike,Everett,34.0
Meal,Bike,Federal Way,2.0
Meal,Bike,Greater Downtown Kirkland,10.0
Meal,Bike,Issaquah,3.0
Meal,Bike,Kent,6.0
Meal,Bike,Kent MIC,17.0
Meal,Bike,Kirkland Totem Lake,8.0
Meal,Bike,Lakewood,5.0
Meal,Bike,Lynnwood,11.0
Meal,Bike,Not in RGC,480.0
Meal,Bike,Paine Field / Boeing Everett,6.0
Meal,Bike,Port of Tacoma,1.0
Meal,Bike,Puyallup Downtown,5.0
Meal,Bike,Puyallup South Hill,4.0
Meal,Bike,Redmond Downtown,12.0
Meal,Bike,Redmond-Overlake,29.0
Meal,Bike,Renton,3.0
Meal,Bike,SeaTac,18.0
Meal,Bike,Seattle Downtown,585.0
Meal,Bike,Seattle First Hill/Capitol Hill,98.0
Meal,Bike,Seattle Northgate,7.0
Meal,Bike,Seattle South Lake Union,112.0
Meal,Bike,Seattle University Community,43.0
Meal,Bike,Seattle Uptown,43.0
Meal,Bike,Silverdale,8.0
Meal,Bike,Tacoma Downtown,100.0
Meal,Bike,Tacoma Mall,12.0
Meal,Bike,Tukwila,14.0
Meal,Bike,University Place,4.0
Meal,SOV,Auburn,809.0
Meal,SOV,Ballard-Interbay,1019.0
Meal,SOV,Bellevue,2511.0
Meal,SOV,Bothell Canyon Park,944.0
Meal,SOV,Bremerton,833.0
Meal,SOV,Burien,628.0
Meal,SOV,Cascade,254.0
Meal,SOV,Duwamish,4309.0
Meal,SOV,Everett,2071.0
Meal,SOV,Federal Way,535.0
Meal,SOV,Frederickson,52.0
Meal,SOV,Greater Downtown Kirkland,1737.0
Meal,SOV,Issaquah,676.0
Meal,SOV,Kent,2019.0
Meal,SOV,Kent MIC,2184.0
Meal,SOV,Kirkland Totem Lake,1093.0
Meal,SOV,Lakewood,1281.0
Meal,SOV,Lynnwood,2480.0
Meal,SOV,North Tukwila,112.0
Meal,SOV,Not in RGC,85749.0
Meal,SOV,Paine Field / Boeing Everett,682.0
Meal,SOV,Port of Tacoma,323.0
Meal,SOV,Puget Sound Industrial Center- Bremerton,7.0
Meal,SOV,Puyallup Downtown,1107.0
Meal,SOV,Puyallup South Hill,1047.0
Meal,SOV,Redmond Downtown,2493.0
Meal,SOV,Redmond-Overlake,3726.0
Meal,SOV,Renton,1852.0
Meal,SOV,SeaTac,2045.0
Meal,SOV,Seattle Downtown,6940.0
Meal,SOV,Seattle First Hill/Capitol Hill,3442.0
Meal,SOV,Seattle Northgate,915.0
Meal,SOV,Seattle South Lake Union,1506.0
Meal,SOV,Seattle University Community,953.0
Meal,SOV,Seattle Uptown,1042.0
Meal,SOV,Silverdale,1581.0
Meal,SOV,Sumner Pacific,142.0
Meal,SOV,Tacoma Downtown,3335.0
Meal,SOV,Tacoma Mall,1464.0
Meal,SOV,Tukwila,3670.0
Meal,SOV,University Place,581.0
Meal,HOV2,Auburn,470.0
Meal,HOV2,Ballard-Interbay,584.0
Meal,HOV2,Bellevue,3508.0
Meal,HOV2,Bothell Canyon Park,456.0
Meal,HOV2,Bremerton,568.0
Meal,HOV2,Burien,361.0
Meal,HOV2,Cascade,106.0
Meal,HOV2,Duwamish,2305.0
Meal,HOV2,Everett,1862.0
Meal,HOV2,Federal Way,312.0
Meal,HOV2,Frederickson,36.0
Meal,HOV2,Greater Downtown Kirkland,923.0
Meal,HOV2,Issaquah,345.0
Meal,HOV2,Kent,1001.0
Meal,HOV2,Kent MIC,893.0
Meal,HOV2,Kirkland Totem Lake,541.0
Meal,HOV2,Lakewood,936.0
Meal,HOV2,Lynnwood,1395.0
Meal,HOV2,North Tukwila,33.0
Meal,HOV2,Not in RGC,50351.0
Meal,HOV2,Paine Field / Boeing Everett,227.0
Meal,HOV2,Port of Tacoma,223.0
Meal,HOV2,Puget Sound Industrial Center- Bremerton,1.0
Meal,HOV2,Puyallup Downtown,775.0
Meal,HOV2,Puyallup South Hill,745.0
Meal,HOV2,Redmond Downtown,1328.0
Meal,HOV2,Redmond-Overlake,1562.0
Meal,HOV2,Renton,912.0
Meal,HOV2,SeaTac,921.0
Meal,HOV2,Seattle Downtown,11107.0
Meal,HOV2,Seattle First Hill/Capitol Hill,3382.0
Meal,HOV2,Seattle Northgate,432.0
Meal,HOV2,Seattle South Lake Union,1868.0
Meal,HOV2,Seattle University Community,920.0
Meal,HOV2,Seattle Uptown,1238.0
Meal,HOV2,Silverdale,1178.0
Meal,HOV2,Sumner Pacific,94.0
Meal,HOV2,Tacoma Downtown,3121.0
Meal,HOV2,Tacoma Mall,945.0
Meal,HOV2,Tukwila,1515.0
Meal,HOV2,University Place,423.0
Meal,HOV3+,Auburn,307.0
Meal,HOV3+,Ballard-Interbay,373.0
Meal,HOV3+,Bellevue,2922.0
Meal,HOV3+,Bothell Canyon Park,311.0
Meal,HOV3+,Bremerton,341.0
Meal,HOV3+,Burien,240.0
Meal,HOV3+,Cascade,83.0
Meal,HOV3+,Duwamish,1578.0
Meal,HOV3+,Everett,1460.0
Meal,HOV3+,Federal Way,209.0
Meal,HOV3+,Frederickson,37.0
Meal,HOV3+,Greater Downtown Kirkland,654.0
Meal,HOV3+,Issaquah,237.0
Meal,HOV3+,Kent,715.0
Meal,HOV3+,Kent MIC,585.0
Meal,HOV3+,Kirkland Totem Lake,357.0
Meal,HOV3+,Lakewood,680.0
Meal,HOV3+,Lynnwood,932.0
Meal,HOV3+,North Tukwila,27.0
Meal,HOV3+,Not in RGC,33498.0
Meal,HOV3+,Paine Field / Boeing Everett,146.0
Meal,HOV3+,Port of Tacoma,136.0
Meal,HOV3+,Puget Sound Industrial Center- Bremerton,3.0
Meal,HOV3+,Puyallup Downtown,507.0
Meal,HOV3+,Puyallup South Hill,569.0
Meal,HOV3+,Redmond Downtown,832.0
Meal,HOV3+,Redmond-Overlake,973.0
Meal,HOV3+,Renton,618.0
Meal,HOV3+,SeaTac,596.0
Meal,HOV3+,Seattle Downtown,9281.0
Meal,HOV3+,Seattle First Hill/Capitol Hill,2632.0
Meal,HOV3+,Seattle Northgate,283.0
Meal,HOV3+,Seattle South Lake Union,1407.0
Meal,HOV3+,Seattle University Community,619.0
Meal,HOV3+,Seattle Uptown,873.0
Meal,HOV3+,Silverdale,734.0
Meal,HOV3+,Sumner Pacific,56.0
Meal,HOV3+,Tacoma Downtown,2297.0
Meal,HOV3+,Tacoma Mall,664.0
Meal,HOV3+,Tukwila,979.0
Meal,HOV3+,University Place,298.0
Meal,Transit,Auburn,11.0
Meal,Transit,Ballard-Interbay,80.0
Meal,Transit,Bellevue,555.0
Meal,Transit,Bothell Canyon Park,6.0
Meal,Transit,Bremerton,20.0
Meal,Transit,Burien,27.0
Meal,Transit,Duwamish,442.0
Meal,Transit,Everett,77.0
Meal,Transit,Federal Way,13.0
Meal,Transit,Greater Downtown Kirkland,39.0
Meal,Transit,Issaquah,10.0
Meal,Transit,Kent,54.0
Meal,Transit,Kent MIC,29.0
Meal,Transit,Kirkland Totem Lake,17.0
Meal,Transit,Lakewood,20.0
Meal,Transit,Lynnwood,38.0
Meal,Transit,North Tukwila,3.0
Meal,Transit,Not in RGC,2148.0
Meal,Transit,Paine Field / Boeing Everett,3.0
Meal,Transit,Port of Tacoma,5.0
Meal,Transit,Puyallup Downtown,10.0
Meal,Transit,Puyallup South Hill,3.0
Meal,Transit,Redmond Downtown,66.0
Meal,Transit,Redmond-Overlake,74.0
Meal,Transit,Renton,52.0
Meal,Transit,SeaTac,89.0
Meal,Transit,Seattle Downtown,8824.0
Meal,Transit,Seattle First Hill/Capitol Hill,1482.0
Meal,Transit,Seattle Northgate,30.0
Meal,Transit,Seattle South Lake Union,835.0
Meal,Transit,Seattle University Community,200.0
Meal,Transit,Seattle Uptown,367.0
Meal,Transit,Silverdale,4.0
Meal,Transit,Tacoma Downtown,318.0
Meal,Transit,Tacoma Mall,18.0
Meal,Transit,Tukwila,80.0
Meal,Transit,University Place,7.0
Meal,TNC,Auburn,100.0
Meal,TNC,Ballard-Interbay,185.0
Meal,TNC,Bellevue,2833.0
Meal,TNC,Bothell Canyon Park,172.0
Meal,TNC,Bremerton,384.0
Meal,TNC,Burien,48.0
Meal,TNC,Cascade,36.0
Meal,TNC,Duwamish,749.0
Meal,TNC,Everett,646.0
Meal,TNC,Federal Way,59.0
Meal,TNC,Frederickson,5.0
Meal,TNC,Greater Downtown Kirkland,217.0
Meal,TNC,Issaquah,130.0
Meal,TNC,Kent,226.0
Meal,TNC,Kent MIC,323.0
Meal,TNC,Kirkland Totem Lake,186.0
Meal,TNC,Lakewood,133.0
Meal,TNC,Lynnwood,333.0
Meal,TNC,North Tukwila,13.0
Meal,TNC,Not in RGC,11772.0
Meal,TNC,Paine Field / Boeing Everett,163.0
Meal,TNC,Port of Tacoma,37.0
Meal,TNC,Puyallup Downtown,115.0
Meal,TNC,Puyallup South Hill,100.0
Meal,TNC,Redmond Downtown,386.0
Meal,TNC,Redmond-Overlake,959.0
Meal,TNC,Renton,278.0
Meal,TNC,SeaTac,303.0
Meal,TNC,Seattle Downtown,11369.0
Meal,TNC,Seattle First Hill/Capitol Hill,2384.0
Meal,TNC,Seattle Northgate,141.0
Meal,TNC,Seattle South Lake Union,1684.0
Meal,TNC,Seattle University Community,714.0
Meal,TNC,Seattle Uptown,730.0
Meal,TNC,Silverdale,132.0
Meal,TNC,Sumner Pacific,33.0
Meal,TNC,Tacoma Downtown,1177.0
Meal,TNC,Tacoma Mall,153.0
Meal,TNC,Tukwila,561.0
Meal,TNC,University Place,61.0
Social,Walk,Auburn,235.0
Social,Walk,Ballard-Interbay,724.0
Social,Walk,Bellevue,2678.0
Social,Walk,Bothell Canyon Park,384.0
Social,Walk,Bremerton,953.0
Social,Walk,Burien,426.0
Social,Walk,Cascade,301.0
Social,Walk,Duwamish,1340.0
Social,Walk,Everett,1728.0
Social,Walk,Federal Way,164.0
Social,Walk,Frederickson,66.0
Social,Walk,Greater Downtown Kirkland,758.0
Social,Walk,Issaquah,306.0
Social,Walk,Kent,469.0
Social,Walk,Kent MIC,799.0
Social,Walk,Kirkland Totem Lake,783.0
Social,Walk,Lakewood,310.0
Social,Walk,Lynnwood,809.0
Social,Walk,North Tukwila,87.0
Social,Walk,Not in RGC,270406.0
Social,Walk,Paine Field / Boeing Everett,629.0
Social,Walk,Port of Tacoma,154.0
Social,Walk,Puget Sound Industrial Center- Bremerton,1.0
Social,Walk,Puyallup Downtown,315.0
Social,Walk,Puyallup South Hill,359.0
Social,Walk,Redmond Downtown,794.0
Social,Walk,Redmond-Overlake,1114.0
Social,Walk,Renton,812.0
Social,Walk,SeaTac,886.0
Social,Walk,Seattle Downtown,13608.0
Social,Walk,Seattle First Hill/Capitol Hill,7859.0
Social,Walk,Seattle Northgate,692.0
Social,Walk,Seattle South Lake Union,3031.0
Social,Walk,Seattle University Community,2583.0
Social,Walk,Seattle Uptown,2530.0
Social,Walk,Silverdale,482.0
Social,Walk,Sumner Pacific,162.0
Social,Walk,Tacoma Downtown,2948.0
Social,Walk,Tacoma Mall,548.0
Social,Walk,Tukwila,283.0
Social,Walk,University Place,524.0
Social,Bike,Auburn,11.0
Social,Bike,Ballard-Interbay,25.0
Social,Bike,Bellevue,65.0
Social,Bike,Bothell Canyon Park,28.0
Social,Bike,Bremerton,42.0
Social,Bike,Burien,3.0
Social,Bike,Cascade,9.0
Social,Bike,Duwamish,150.0
Social,Bike,Everett,57.0
Social,Bike,Federal Way,7.0
Social,Bike,Frederickson,9.0
Social,Bike,Greater Downtown Kirkland,22.0
Social,Bike,Issaquah,31.0
Social,Bike,Kent,17.0
Social,Bike,Kent MIC,115.0
Social,Bike,Kirkland Totem Lake,31.0
Social,Bike,Lakewood,11.0
Social,Bike,Lynnwood,43.0
Social,Bike,North Tukwila,18.0
Social,Bike,Not in RGC,9803.0
Social,Bike,Paine Field / Boeing Everett,62.0
Social,Bike,Port of Tacoma,33.0
Social,Bike,Puget Sound Industrial Center- Bremerton,2.0
Social,Bike,Puyallup Downtown,12.0
Social,Bike,Puyallup South Hill,16.0
Social,Bike,Redmond Downtown,15.0
Social,Bike,Redmond-Overlake,41.0
Social,Bike,Renton,37.0
Social,Bike,SeaTac,45.0
Social,Bike,Seattle Downtown,741.0
Social,Bike,Seattle First Hill/Capitol Hill,349.0
Social,Bike,Seattle Northgate,16.0
Social,Bike,Seattle South Lake Union,147.0
Social,Bike,Seattle University Community,105.0
Social,Bike,Seattle Uptown,106.0
Social,Bike,Silverdale,15.0
Social,Bike,Sumner Pacific,17.0
Social,Bike,Tacoma Downtown,143.0
Social,Bike,Tacoma Mall,22.0
Social,Bike,Tukwila,37.0
Social,Bike,University Place,15.0
Social,SOV,Auburn,485.0
Social,SOV,Ballard-Interbay,852.0
Social,SOV,Bellevue,893.0
Social,SOV,Bothell Canyon Park,1410.0
Social,SOV,Bremerton,983.0
Social,SOV,Burien,396.0
Social,SOV,Cascade,916.0
Social,SOV,Duwamish,6140.0
Social,SOV,Everett,1735.0
Social,SOV,Federal Way,280.0
Social,SOV,Frederickson,176.0
Social,SOV,Greater Downtown Kirkland,911.0
Social,SOV,Issaquah,1415.0
Social,SOV,Kent,915.0
Social,SOV,Kent MIC,6468.0
Social,SOV,Kirkland Totem Lake,1147.0
Social,SOV,Lakewood,530.0
Social,SOV,Lynnwood,1989.0
Social,SOV,North Tukwila,598.0
Social,SOV,Not in RGC,289807.0
Social,SOV,Paine Field / Boeing Everett,1359.0
Social,SOV,Port of Tacoma,1143.0
Social,SOV,Puget Sound Industrial Center- Bremerton,26.0
Social,SOV,Puyallup Downtown,778.0
Social,SOV,Puyallup South Hill,935.0
Social,SOV,Redmond Downtown,842.0
Social,SOV,Redmond-Overlake,934.0
Social,SOV,Renton,1602.0
Social,SOV,SeaTac,2186.0
Social,SOV,Seattle Downtown,3416.0
Social,SOV,Seattle First Hill/Capitol Hill,2548.0
Social,SOV,Seattle Northgate,542.0
Social,SOV,Seattle South Lake Union,978.0
Social,SOV,Seattle University Community,925.0
Social,SOV,Seattle Uptown,857.0
Social,SOV,Silverdale,1234.0
Social,SOV,Sumner Pacific,1062.0
Social,SOV,Tacoma Downtown,2419.0
Social,SOV,Tacoma Mall,787.0
Social,SOV,Tukwila,3575.0
Social,SOV,University Place,558.0
Social,HOV2,Auburn,419.0
Social,HOV2,Ballard-Interbay,582.0
Social,HOV2,Bellevue,906.0
Social,HOV2,Bothell Canyon Park,1337.0
Social,HOV2,Bremerton,914.0
Social,HOV2,Burien,329.0
Social,HOV2,Cascade,823.0
Social,HOV2,Duwamish,5469.0
Social,HOV2,Everett,1792.0
Social,HOV2,Federal Way,251.0
Social,HOV2,Frederickson,173.0
Social,HOV2,Greater Downtown Kirkland,689.0
Social,HOV2,Issaquah,1284.0
Social,HOV2,Kent,829.0
Social,HOV2,Kent MIC,6290.0
Social,HOV2,Kirkland Totem Lake,919.0
Social,HOV2,Lakewood,533.0
Social,HOV2,Lynnwood,1769.0
Social,HOV2,North Tukwila,603.0
Social,HOV2,Not in RGC,258282.0
Social,HOV2,Paine Field / Boeing Everett,1250.0
Social,HOV2,Port of Tacoma,1262.0
Social,HOV2,Puget Sound Industrial Center- Bremerton,26.0
Social,HOV2,Puyallup Downtown,741.0
Social,HOV2,Puyallup South Hill,1004.0
Social,HOV2,Redmond Downtown,657.0
Social,HOV2,Redmond-Overlake,660.0
Social,HOV2,Renton,1383.0
Social,HOV2,SeaTac,2092.0
Social,HOV2,Seattle Downtown,3762.0
Social,HOV2,Seattle First Hill/Capitol Hill,2086.0
Social,HOV2,Seattle Northgate,373.0
Social,HOV2,Seattle South Lake Union,768.0
Social,HOV2,Seattle University Community,878.0
Social,HOV2,Seattle Uptown,754.0
Social,HOV2,Silverdale,1026.0
Social,HOV2,Sumner Pacific,1037.0
Social,HOV2,Tacoma Downtown,2572.0
Social,HOV2,Tacoma Mall,718.0
Social,HOV2,Tukwila,3485.0
Social,HOV2,University Place,466.0
Social,HOV3+,Auburn,430.0
Social,HOV3+,Ballard-Interbay,431.0
Social,HOV3+,Bellevue,872.0
Social,HOV3+,Bothell Canyon Park,1073.0
Social,HOV3+,Bremerton,771.0
Social,HOV3+,Burien,292.0
Social,HOV3+,Cascade,802.0
Social,HOV3+,Duwamish,4273.0
Social,HOV3+,Everett,1605.0
Social,HOV3+,Federal Way,231.0
Social,HOV3+,Frederickson,170.0
Social,HOV3+,Greater Downtown Kirkland,569.0
Social,HOV3+,Issaquah,1065.0
Social,HOV3+,Kent,750.0
Social,HOV3+,Kent MIC,5599.0
Social,HOV3+,Kirkland Totem Lake,830.0
Social,HOV3+,Lakewood,392.0
Social,HOV3+,Lynnwood,1442.0
Social,HOV3+,North Tukwila,462.0
Social,HOV3+,Not in RGC,220025.0
Social,HOV3+,Paine Field / Boeing Everett,1111.0
Social,HOV3+,Port of Tacoma,1072.0
Social,HOV3+,Puget Sound Industrial Center- Bremerton,22.0
Social,HOV3+,Puyallup Downtown,642.0
Social,HOV3+,Puyallup South Hill,846.0
Social,HOV3+,Redmond Downtown,556.0
Social,HOV3+,Redmond-Overlake,637.0
Social,HOV3+,Renton,1177.0
Social,HOV3+,SeaTac,1855.0
Social,HOV3+,Seattle Downtown,2920.0
Social,HOV3+,Seattle First Hill/Capitol Hill,1604.0
Social,HOV3+,Seattle Northgate,282.0
Social,HOV3+,Seattle South Lake Union,497.0
Social,HOV3+,Seattle University Community,762.0
Social,HOV3+,Seattle Uptown,524.0
Social,HOV3+,Silverdale,824.0
Social,HOV3+,Sumner Pacific,936.0
Social,HOV3+,Tacoma Downtown,2303.0
Social,HOV3+,Tacoma Mall,657.0
Social,HOV3+,Tukwila,2965.0
Social,HOV3+,University Place,371.0
Social,Transit,Auburn,12.0
Social,Transit,Ballard-Interbay,53.0
Social,Transit,Bellevue,127.0
Social,Transit,Bothell Canyon Park,7.0
Social,Transit,Bremerton,1.0
Social,Transit,Burien,21.0
Social,Transit,Duwamish,887.0
Social,Transit,Everett,4.0
Social,Transit,Federal Way,12.0
Social,Transit,Greater Downtown Kirkland,32.0
Social,Transit,Issaquah,32.0
Social,Transit,Kent,32.0
Social,Transit,Kent MIC,221.0
Social,Transit,Kirkland Totem Lake,16.0
Social,Transit,Lakewood,1.0
Social,Transit,Lynnwood,21.0
Social,Transit,North Tukwila,32.0
Social,Transit,Not in RGC,5786.0
Social,Transit,Paine Field / Boeing Everett,3.0
Social,Transit,Port of Tacoma,6.0
Social,Transit,Puyallup Downtown,2.0
Social,Transit,Puyallup South Hill,3.0
Social,Transit,Redmond Downtown,26.0
Social,Transit,Redmond-Overlake,30.0
Social,Transit,Renton,61.0
Social,Transit,SeaTac,215.0
Social,Transit,Seattle Downtown,3111.0
Social,Transit,Seattle First Hill/Capitol Hill,757.0
Social,Transit,Seattle Northgate,37.0
Social,Transit,Seattle South Lake Union,328.0
Social,Transit,Seattle University Community,149.0
Social,Transit,Seattle Uptown,188.0
Social,Transit,Tacoma Downtown,86.0
Social,Transit,Tacoma Mall,2.0
Social,Transit,Tukwila,187.0
Social,TNC,Auburn,10.0
Social,TNC,Ballard-Interbay,20.0
Social,TNC,Bellevue,132.0
Social,TNC,Bothell Canyon Park,20.0
Social,TNC,Bremerton,32.0
Social,TNC,Burien,4.0
Social,TNC,Cascade,11.0
Social,TNC,Duwamish,123.0
Social,TNC,Everett,70.0
Social,TNC,Federal Way,5.0
Social,TNC,Frederickson,3.0
Social,TNC,Greater Downtown Kirkland,17.0
Social,TNC,Issaquah,17.0
Social,TNC,Kent,10.0
Social,TNC,Kent MIC,96.0
Social,TNC,Kirkland Totem Lake,28.0
Social,TNC,Lakewood,5.0
Social,TNC,Lynnwood,35.0
Social,TNC,North Tukwila,6.0
Social,TNC,Not in RGC,3789.0
Social,TNC,Paine Field / Boeing Everett,35.0
Social,TNC,Port of Tacoma,11.0
Social,TNC,Puyallup Downtown,10.0
Social,TNC,Puyallup South Hill,9.0
Social,TNC,Redmond Downtown,23.0
Social,TNC,Redmond-Overlake,49.0
Social,TNC,Renton,33.0
Social,TNC,SeaTac,33.0
Social,TNC,Seattle Downtown,1170.0
Social,TNC,Seattle First Hill/Capitol Hill,416.0
Social,TNC,Seattle Northgate,11.0
Social,TNC,Seattle South Lake Union,159.0
Social,TNC,Seattle University Community,97.0
Social,TNC,Seattle Uptown,115.0
Social,TNC,Silverdale,18.0
Social,TNC,Sumner Pacific,15.0
Social,TNC,Tacoma Downtown,126.0
Social,TNC,Tacoma Mall,13.0
Social,TNC,Tukwila,34.0
Social,TNC,University Place,9.0
